Denominación;Fecha última modificación;Dirección;Código Provincia;Codigo Municipio INE;Provincia;Localidad;CP;Zona Acción Social;Teléfono;Fax;email;Web;Entidad_Titular;Naturaleza;Sector;Tipo;Subtipo
SERVICIO SOCIOCULTURAL;05/03/2007;CALLE FUENTE S/Nº;49;49206;ZAMORA;BERCIANOS DE VIDRIALES;49618;CARBALLEDA - VIDRIALES;980 659515;;;;ASOCIACIÓN JUBILADOS Y PENSIONISTAS BERCIANOS - VILLAOBISPO DE VIDRIALES;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
PROMOCION Y OCUPACION ACTIVA TIEMPO OCIO 3 EDAD;26/08/2022;CALLE ESCUELAS S/N;49;49206;ZAMORA;MORATONES DE VIDRIALES;49622;CARBALLEDA - VIDRIALES;980 659594;;;;ASOCIACION DE JUBILADOS Y PENSIONISTAS MORACRUZ;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
PROMOCION Y OCUPACION ACTIVA DE LA 3 EDAD;29/08/2022;CALLE IGLESIA S/N;49;49206;ZAMORA;ROSINOS DE VIDRIALES;49618;CARBALLEDA - VIDRIALES;980 659446;;;;ASOCIACION DE JUBILADOS Y PENSIONISTAS NUESTRA SEÑORA DEL CAMPO DE ROSINOS DE VIDRIALES;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
SOCIOCULTURAL;11/01/2011;CALLE MAYOR 27;49;49206;ZAMORA;SANTIBAÑEZ DE VIDRIALES;49610;CARBALLEDA - VIDRIALES;980 648509;;;;ASOCIACION DE JUBILADOS Y PENSIONISTAS "LA VIDRIALESA";ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
COMEDOR SOCIAL DE SANTIBAÑEZ DE VIDRIALES;26/08/2022;CALLE BENAVENTE, Nº5;49;49206;ZAMORA;SANTIBAÑEZ DE VIDRIALES;49610;CARBALLEDA - VIDRIALES;980 648186;;;;AYUNTAMIENTO DE SANTIBAÑEZ DE VIDRIALES;ADMINISTRACIÓN LOCAL;PERSONAS MAYORES;Centro de día, Servicio;Comedor social
SERVICIO SOCIOCULTURAL;26/08/2022;CARRETERA COLINAS, S/N;49;49206;ZAMORA;SANTIBAÑEZ DE VIDRIALES;49610;CARBALLEDA - VIDRIALES;980 656242;;;;ASOCIACIÓN TERCERA EDAD SAN ISIDRO;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
SOCIO- CULTURAL;11/12/2009;CALLE PUENTES S/Nº;49;49206;ZAMORA;TARDEMEZAR;49618;CARBALLEDA - VIDRIALES;980 656219;;;;ASOCIACION DE JUBILADOS Y PENSIONISTAS SAN MARTIN DE TARDEMEZA DE VIDRIALES;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
PROMOCION Y OCUPACION ACTIVA TIEMPO OCIO 3ª EDAD;05/03/2007;PLAZA ESPAÑA 2;49;49207;ZAMORA;SANTOVENIA DEL ESLA;49750;TÁBARA;980 647022;;;;ASOCIACION DE JUBILADOS Y PENSIONISTAS SAN ANTONIO DE SANTOVENIA;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
COMEDOR SOCIAL EN BERCIANOS DE ALISTE;05/03/2007;CALLE RIO S/Nº;49;49208;ZAMORA;BERCIANOS DE ALISTE;49592;ALISTE;;;;;AYUNTAMIENTO DE SAN VICENTE DE LA CABEZA;ADMINISTRACIÓN LOCAL;PERSONAS MAYORES;Centro de día, Servicio;Comedor social
ASISTENCIA PERSONAL;02/08/2022;CALLE IGLESIA 14;49;49208;ZAMORA;PALAZUELO DE LAS CUEVAS;49592;ALISTE;652 464414;;inmapalazu@hotmail.es;;Mª INMACULADA CASAS PELAEZ;PERSONA FÍSICA-EMPRESA INDIVIDUAL;POBLACIÓN GENERAL;Servicio;Asistencia Personal
COMEDOR SOCIAL EN  PALAZUELO DE LAS CUEVAS;10/07/2012;CALLE BARRACONES, Nº 2;49;49208;ZAMORA;PALAZUELO DE LAS CUEVAS;49592;ALISTE;;;;;AYUNTAMIENTO DE SAN VICENTE DE LA CABEZA;ADMINISTRACIÓN LOCAL;PERSONAS MAYORES;Centro de día, Servicio;Comedor social
 SOCIO CULTURAL;15/10/2009;CALLE CARRILLON S/Nº;49;49208;ZAMORA;PALAZUELO DE LAS CUEVAS;49592;ALISTE;980 597078;;;;ASOCIACION DE JUBILADOS Y PENSIONISTAS "LA FONTANA DE PALAZUELO DE LAS CUEVAS";ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
COMEDOR SOCIAL EN SAN VICENTE DE LA CABEZA;05/03/2007;CALLE ERA S/Nº;49;49208;ZAMORA;SAN VICENTE DE LA CABEZA;49592;ALISTE;980 597013;;;;AYUNTAMIENTO DE SAN VICENTE DE LA CABEZA;ADMINISTRACIÓN LOCAL;PERSONAS MAYORES;Centro de día, Servicio;Comedor social
SERVICIO SOCIO-CULTURAL;23/01/2009;CALLE ESCUELA 2;49;49209;ZAMORA;SAN CRISTOBAL DE ALISTE;49523;ALISTE;980 527677;;;;ASOCIACIÓN DE JUBILADOS Y PENSIONISTAS SAN ANTONIO DE SAN CRISTOBAL DE ALISTE;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
SERVICIO DE INFORMACIÓN Y ORIENTACIÓN;05/03/2007;PLAZA MAYOR ;49;49209;ZAMORA;SAN VITERO;49523;ALISTE;;;;;ASOCIACION DE JUBILADOS Y PENSIONISTAS SAN VICTOR DE SAN VITERO;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
PROMOCION Y OCUPACION ACTIVA TIEMPO OCIO 3 EDAD;05/03/2007;CALLE CALZADA S/N;49;49210;ZAMORA;SANZOLES;49151;FUENTESAÚCO;980 575111;;;;ASOCIACION DE JUBILADOS Y PENSIONISTAS SAN ZOILO DE SANZOLES;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
ASISTENCIA PERSONAL;26/08/2022;CAMINO SOTILLO 7 BAJO;49;49214;ZAMORA;TABARA;49140;TÁBARA;643 040545;;;;CRISTINA DOSOFTEI;PERSONA FÍSICA-EMPRESA INDIVIDUAL;POBLACIÓN GENERAL;Servicio;Asistencia Personal
PROMOCION Y OCUPACION ACTIVA DEL TIEMPO DE OCIO PA;26/08/2022;PLAZA DEL RELOJ, S/N;49;49214;ZAMORA;TABARA;49410;TÁBARA;980 590009;;;;ASOCIACION DE JUBILADOS Y PENSIONISTAS DE TABARA;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
SERVICIO SOCIOCULTURAL;17/04/2007;AVENIDA TAGARABUENA S/Nº;49;49219;ZAMORA;TAGARABUENA;49836;TORO;980 693037;;;;ASOCIACIÓN DE JUBILADOS Y PENSIONISTAS DE TAGARABUENA;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
SERVICIO DE ESTIMULACIÓN COGNITIVA;07/08/2023;CALLE JUAN BRAVO 6;49;49219;ZAMORA;TORO;49800;TORO;980 570132;;;;AYUNTAMIENTO DE TORO;ADMINISTRACIÓN LOCAL;POBLACIÓN GENERAL;Procedimiento, Servicio;Promoción de la autonomía personal: Estimulación cognitiva.
APOYO A LA PERMANENCIA DE PERSONAS MAYORES EN EL DOMICILIO;30/09/2021;CALLE ANCHA 7;49;49219;ZAMORA;TORO;49800;TORO;983 399633;;jvg@intras.es;;DCERCA SERVICIOS SOCIALES, S.L;SOCIEDADES;PERSONAS MAYORES;Servicio;Apoyo a la permanencia de personas mayores en su domicilio
ASISTENCIA PERSONAL;17/08/2022;CALLE RATONES 3;49;49219;ZAMORA;TORO;49800;TORO;652 266470;;rmssanchez1973@hotmail.com;;ROSA MARIA SANCHEZ SANCHEZ;PERSONA FÍSICA-EMPRESA INDIVIDUAL;POBLACIÓN GENERAL;Servicio;Asistencia Personal
ATENCIÓN INTEGRAL DE MUJERES VÍCTIMA DE VIOLENCIA DE GÉNERO CON DISCAPACIDAD POR ENFERMEDAD MENTAL;17/08/2022;CALLE ALBA 6;49;49219;ZAMORA;TORO;49800;TORO;983 399633;;dsp@intras.es;;FUNDACION INTRAS;FUNDACIÓN;MUJER;Servicio;(29.5)Serv. atención integral mujeres víctimas violencia género discapacidad enfermedad mental grave
APOYO PARA LA INTEGRACIÓN SOCIOLABORAL DE PERSONAS EN RIESGO DE EXCLUSIÓN SOCIAL;17/08/2022;CALLE VIRGEN DE GRACIA 2;49;49219;ZAMORA;TORO;49800;TORO;983 399633;;DSP@INTRAS.ES;www.intras.es;FUNDACION INTRAS;FUNDACIÓN;INCLUSIÓN SOCIAL;Servicio;(27.5  ) Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social
SERVICIO DE APOYO A LA PERMANENCIA DE PERSONAS MAYORES EN SU DOMICILIO;30/09/2021;CALLE ALBA 6;49;49219;ZAMORA;TORO;49800;TORO;980 692027;;dsp@intras.es;;FUNDACION INTRAS;FUNDACIÓN;PERSONAS MAYORES;Servicio;Apoyo a la permanencia de personas mayores en su domicilio
HABILITACIÓN Y TERAPIA OCUPACIONAL;17/08/2022;AVENIDA LUIS RODRIGUEZ DE MIGUEL 18 A;49;49219;ZAMORA;TORO;49800;TORO;980 694755;980 694755;CDZAMORA@CARITASZAMORA.ORG;;CARITAS DIOCESANA DE ZAMORA;INSTITUCIONES, ÓRDENES, CONGREGACIONES RELIGIOSAS Y SIMILARES;POBLACIÓN GENERAL;Servicio;Promoción de la autonomía personal: Habilitación y Terapia Ocupacional
PROMOCIÓN, MANTENIMIENTO Y RECUPERACIÓN DE LA AUTONOMÍA FUNCIONAL;17/08/2022;AVENIDA LUIS RODRIGUEZ DE MIGUEL 18 A;49;49219;ZAMORA;TORO;49800;TORO;980 694755;980 694755;CDZAMORA@CARITASZAMORA.ORG;;CARITAS DIOCESANA DE ZAMORA;INSTITUCIONES, ÓRDENES, CONGREGACIONES RELIGIOSAS Y SIMILARES;POBLACIÓN GENERAL;Servicio;Promoción de la autonomía personal: Promoción, Mantenimiento y Recuperación de Autonomía Funcional
APOYO A LA PERMANENCIA DE PERSONAS MAYORES EN SU DOMICILIO;30/09/2021;AVENIDA LUIS RODRIGUEZ DE MIGUEL 18;49;49219;ZAMORA;TORO;49800;TORO;980 509994;;;;CARITAS DIOCESANA DE ZAMORA;INSTITUCIONES, ÓRDENES, CONGREGACIONES RELIGIOSAS Y SIMILARES;PERSONAS MAYORES;Servicio;Apoyo a la permanencia de personas mayores en su domicilio
PROMOCIÓN, MANTENIMIENTO Y RECUPERACIÓN AUTONOMÍA PERSONAL;30/09/2021;AVENIDA LUIS RODRIGUEZ DE MIGUEL 8- 1º;49;49219;ZAMORA;TORO;49800;TORO;629 952064;;fisioterapiavictorpolo@hotmail.com;;VICTOR MANUEL POLO MARBAN;PERSONA FÍSICA-EMPRESA INDIVIDUAL;POBLACIÓN GENERAL;Servicio;Promoción de la autonomía personal: Promoción, Mantenimiento y Recuperación de Autonomía Funcional
PROMOCIÓN, MANTENIMIENTO Y RECUPERACIÓN DE LA AUTONOMÍA FUNCIONAL;30/09/2021;CALLE REJADORADA 30 - PALACIO DE VALPARAÍSO;49;49219;ZAMORA;TORO;49800;TORO;980 510607;;afa@alzheimerzamora.com;www.alzheimerzamora.com;ASOCIACIÓN DE FAMILIARES Y AMIGOS DE ENFERMOS DE ALZHEIMER Y OTRAS DEMENCIAS DE ZAMORA (AFAZA);ASOCIACIÓN;POBLACIÓN GENERAL;Servicio;Promoción de la autonomía personal: Promoción, Mantenimiento y Recuperación de Autonomía Funcional
HABILITACIÓN  Y TERAPIA OCUPACIONAL;21/06/2013;CALLE REJADORADA;49;49219;ZAMORA;TORO;49800;TORO;980 510607;;;;ASOCIACIÓN DE FAMILIARES Y AMIGOS DE ENFERMOS DE ALZHEIMER Y OTRAS DEMENCIAS DE ZAMORA (AFAZA);ASOCIACIÓN;POBLACIÓN GENERAL;Servicio;Promoción de la autonomía personal: Habilitación y Terapia Ocupacional
SERVICIO DE ESTIMULACIÓN COGNITIVA;30/09/2021;CALLE REJADORADA 30 - PALACIO DE VALPARAÍSO;49;49219;ZAMORA;TORO;49800;TORO;980 510607;;afa@alzheimerzamora.com;www.alzheimerzamora.com;ASOCIACIÓN DE FAMILIARES Y AMIGOS DE ENFERMOS DE ALZHEIMER Y OTRAS DEMENCIAS DE ZAMORA (AFAZA);ASOCIACIÓN;POBLACIÓN GENERAL;Procedimiento, Servicio;Promoción de la autonomía personal: Estimulación cognitiva.
HABILITACIÓN Y TERAPIA OCUPACIONAL;26/08/2022;TRAVESÍA VIRGEN DE GRACIA, S/Nº;49;49219;ZAMORA;TORO;49800;TORO;983 399633;;;;FUNDACION INTRAS;FUNDACIÓN;POBLACIÓN GENERAL;Servicio;Promoción de la autonomía personal: Habilitación y Terapia Ocupacional
SERVICIO DE PROMOCIÓN, MANTENIMIENTO Y RECUPERACIÓN FUNCIONAL;02/07/2024;CALLE JUAN BRAVO 1;49;49219;ZAMORA;TORO;49800;TORO;; 000000000;;;AYUNTAMIENTO DE TORO;ADMINISTRACIÓN LOCAL;POBLACIÓN GENERAL;Servicio;Promoción de la autonomía personal: Promoción, Mantenimiento y Recuperación de Autonomía Funcional
SERVICIO DE ESTIMULACIÓN COGNITIVA;17/08/2022;CALLE JUAN BRAVO 1;49;49219;ZAMORA;TORO;49800;TORO;;;;;AYUNTAMIENTO DE TORO;ADMINISTRACIÓN LOCAL;POBLACIÓN GENERAL;Procedimiento, Servicio;Promoción de la autonomía personal: Estimulación cognitiva.
SERVICIO DE HABILITACIÓN Y TERAPIA OCUPACIONAL;17/08/2022;CALLE JUAN BRAVO 1;49;49219;ZAMORA;TORO;49800;TORO;;;;;AYUNTAMIENTO DE TORO;ADMINISTRACIÓN LOCAL;POBLACIÓN GENERAL;Servicio;Promoción de la autonomía personal: Habilitación y Terapia Ocupacional
SERVICIO HABILITACIÓN PSICOSOCIAL PARA PERSONAS CON ENFERMEDAD MENTAL;17/08/2022;CALLE JUAN BRAVO 6;49;49219;ZAMORA;TORO;49800;TORO;;;;;AYUNTAMIENTO DE TORO;ADMINISTRACIÓN LOCAL;PERSONAS CON DISCAPACIDAD;Servicio;Promoción de la autonomía personal: Habilitación psicosocial para personas con E.M. o D. Intel.
SERVICIO DE PROMOCIÓN, MANTENIMIENTO Y RECUPERACIÓN FUNCIONAL;07/08/2023;CALLE JUAN BRAVO 6;49;49219;ZAMORA;TORO;49800;TORO;980 570132;;;;AYUNTAMIENTO DE TORO;ADMINISTRACIÓN LOCAL;POBLACIÓN GENERAL;Servicio;Promoción de la autonomía personal: Promoción, Mantenimiento y Recuperación de Autonomía Funcional
SERVICIO DE HABILITACIÓN Y TERAPIA OCUPACIONAL;07/08/2023;CALLE JUAN BRAVO 6;49;49219;ZAMORA;TORO;49800;TORO;980 570132;;;;AYUNTAMIENTO DE TORO;ADMINISTRACIÓN LOCAL;POBLACIÓN GENERAL;Servicio;Promoción de la autonomía personal: Habilitación y Terapia Ocupacional
SERVICIO DE HABILITACIÓN PSICOSOCIAL PARA PERSONAS CON E.M. O D. INTEL.;07/08/2023;CALLE JUAN BRAVO 1;49;49219;ZAMORA;TORO;49800;TORO;980 570132;;;;AYUNTAMIENTO DE TORO;ADMINISTRACIÓN LOCAL;PERSONAS CON DISCAPACIDAD;Servicio;Promoción de la autonomía personal: Habilitación psicosocial para personas con E.M. o D. Intel.
ORIENTACION, FORMACION E INFORM. DE ENF. Y MINUSV.;05/03/2007;CALLE HERNAN JUAN 23;49;49219;ZAMORA;TORO;49800;TORO;980 524280;;;;ASOCIACIÓN FRATERNIDAD CRISTIANA DE PERSONAS CON DISCAPACIDAD DE ZAMORA;INSTITUCIONES, ÓRDENES, CONGREGACIONES RELIGIOSAS Y SIMILARES;PERSONAS CON DISCAPACIDAD;Servicio;Información y orientación sobre discapacidad
APOYO Y DINAMIZACION DE LA MUJER RURAL;25/07/2022;PLAZA SAN AGUSTIN S/N CARCEL ANTIGUA;49;49219;ZAMORA;TORO;49800;TORO;980 690034;;;;ASOCIACIÓN AMAS DE CASA DELHY TEJERO;ASOCIACIÓN;MUJER;Servicio;Promoción de la mujer
PROMOCION Y OCUPACION ACTIVA TIEMPO OCIO 3ª EDAD;29/08/2022;CALLE ENMEDIO S/N;49;49220;ZAMORA;TORRE DEL VALLE (LA);49781;BENAVENTE;980 645115;;;;ASOCIACION DE TERCERA EDAD CRISTO DE LA VERA CRUZ;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
FORMACION Y PROMOCION LABORAL, PROFES. MUJER RURAL;29/08/2022;CALLE PLAZA S/N;49;49221;ZAMORA;TORREGAMONES;49252;SAYAGO;980 616143;;;;ASOCIACIÓN LA FRONTERA;ASOCIACIÓN;MUJER;Servicio;Promoción de la mujer
ASISTENCIA PERSONAL;02/08/2022;AVENIDA CASTILLA Y LEON S/Nº;49;49222;ZAMORA;TORRES DEL CARRIZAL;49122;TORO;633 250014;;;;TAMARA RODRIGUEZ ALFAGEME;PERSONA FÍSICA-EMPRESA INDIVIDUAL;POBLACIÓN GENERAL;Servicio;Asistencia Personal
"QUIEREME"- AYUDA A DOMICILIO;30/09/2021;AVENIDA CASTILLA Y LEON S7Nº;49;49222;ZAMORA;TORRES DEL CARRIZAL;49122;TORO;633 250014;;;;TAMARA RODRIGUEZ ALFAGEME;PERSONA FÍSICA-EMPRESA INDIVIDUAL;POBLACIÓN GENERAL;Procedimiento, Servicio;Ayuda a domicilio
COMEDOR SOCIAL EN NUEZ DE ALISTE;30/09/2021;CALLE PLAZA 14;49;49223;ZAMORA;NUEZ;49516;ALISTE;980 681085;;;;AYUNTAMIENTO DE TRABAZOS;ADMINISTRACIÓN LOCAL;PERSONAS MAYORES;Centro de día, Servicio;Comedor social
ATENCIÓN RESIDENCIAL PARA PERSONAS MAYORES EN SITUACIÓN DE DEPENDENCIA;17/08/2022;LOS CARRILES S/N;49;49223;ZAMORA;TRABAZOS;49516;ALISTE;980 697742;;INFO@MONTEBARRIO.COM;;RESIDENCIA MONTEBARRIO, S.L.;SOCIEDADES;PERSONAS MAYORES;Servicio;(29.13 ) Servicio de atención residencial para personas mayores en situación de dependencia
SERVICIO DE INFORMACION Y ORIENTACION A PERSONAS MAYORES;17/08/2022;CALLE JOSE ANTONIO S/N;49;49225;ZAMORA;UÑA DE QUINTANA;49327;CARBALLEDA - VIDRIALES;980 642946;;;;ASOCIACIÓN DE JUBILADOS Y PENSIONISTAS SANTOS JUSTO Y PASTOR DE UÑA DE QUINTANA;ASOCIACIÓN;PERSONAS MAYORES;Servicio;Información y orientación
PROMOCION Y OCUPACION ACTIVA TIEMPO OCIO 3 EDAD;05/03/2007;CALLE PARAISO S/N;49;49228;ZAMORA;VALDEFINJAS;49882;TORO;980 697323;;;;ASOCIACION CULTURAL PARA LA TERCERA EDAD SAN JUAN;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
SERVICIO PROMOCIÓN Y OCUPACIÓN ACTIVA TIEMPO OCIO 3ª  EDAD;30/08/2022;CALLE VILLAS S/N;49;49229;ZAMORA;VALDESCORRIEL;49680;VILLALPANDO;980 663250;;;;ASOCIACION DE JUBILADOS Y PENSIONISTAS SAN PELAYO DE VALDESCORRIEL;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
PROMOCION Y OCUPACION ACTIVA TIEMPO OCIO 3 EDAD;05/03/2007;CALLE CANTALAPIEDRA 9;49;49230;ZAMORA;VALLESA DE LA GUAREÑA;49450;FUENTESAÚCO;980 604250;;;;ASOCIACION DE JUBILADOS Y PENSIONISTAS SANTA LUCIA DE VALLESA DE GUAREÑA;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
SERVICIO SOCIOCULTURAL;04/03/2008;CALLE GRANDE S/N;49;49231;ZAMORA;CALZADA DE TERA;49332;CARBALLEDA - VIDRIALES;980 645814;;;;ASOCIACION DE JUBILADOS "VIRGEN DE FATIMA DE CALZADA DE TERA";ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
PROMOCION Y OCUPACION ACTIVA TIEMPO OCIO PARA LA 3 EDAD;05/03/2007;PLAZA DE LA IGLESIA S/N;49;49231;ZAMORA;JUNQUERA DE TERA;49330;CARBALLEDA - VIDRIALES;;;;;ASOCIACION DE JUBILADOS Y PENSIONISTAS EL ODRE;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
PROMOCIÓN Y OCUPACIÓN ACTIVA TIEMPO OCIO 3ª EDAD;29/08/2022;PLAZA JUEGO DE LA PELOTA S/N;49;49232;ZAMORA;VEGA DE VILLALOBOS;49133;VILLALPANDO;980 666357;;;;ASOCIACION DE JUBILADOS Y PENSIONISTAS SAN ADON Y SAN SENEN;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
COMEDOR SOCIAL;21/03/2011;CALLE ESCUELAS S/Nº;49;49234;ZAMORA;VENIALBO;49153;FUENTESAÚCO;980 573054;;;;AYUNTAMIENTO DE VENIALBO;ADMINISTRACIÓN LOCAL;PERSONAS MAYORES;Centro de día, Servicio;Comedor social
SERVICIO DE INFORMACIÓN Y ORIENTACIÓN A PERSONAS MAYORES;25/07/2019;CALLE MESONES 1;49;49234;ZAMORA;VENIALBO;49153;FUENTESAÚCO;;;;;ASOCIACION DE JUBILADOS Y PENSIONISTAS SAN BENITO DE VENIALBO;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
FORMAC. LABORAL, PROF. Y CULTURAL MUJER RURAL;29/08/2022;CALLE ESCUELAS S/N;49;49234;ZAMORA;VENIALBO;49153;FUENTESAÚCO;980 565160;;;;ASOCIACIÓN DE MUJERES RIO TALANDA;ASOCIACIÓN;MUJER;Servicio;Promoción de la mujer
CLUB;05/03/2007;PLAZA MAYOR 1;49;49235;ZAMORA;VEZDEMARBAN;49840;TORO;980 695248;;;;ASOCIACIÓN DE JUBILADOS Y PENSIONISTAS MARBANA DE LA TERCERA EDAD;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
PROMOCION Y OCUPACION ACTIVA TIEMPO OCIO 3 EDAD;05/03/2007;PLAZA ESPAÑA S/N;49;49236;ZAMORA;VIDAYANES;49135;VILLALPANDO;980 665705;;;;ASOCIACION DE JUBILADOS Y PENSIONISTAS 1993;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
SERVICIO DE INFORMACION Y ORIENTACION A PERSONAS MAYORES;05/03/2007;PLAZA ESPAÑA 6;49;49237;ZAMORA;VIDEMALA;49164;ALISTE;980 528117;;;;ASOCIACION DE JUBILADOS Y PENSIONISTAS SAN JULIAN DE VIDEMALA;ASOCIACIÓN;PERSONAS MAYORES;Servicio;Información y orientación
SOCIO- CULTURAL;11/05/2009;CALLE MAJUELOS 22;49;49238;ZAMORA;VILLABRAZARO;49770;BENAVENTE;980 642460;;;;ASOCIACION DE JUBILADOS Y PENSIONISTAS "LA MAGDALENA DE VILLABRAZARO";ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
SERVICIO DE AYUDA A DOMICILIO;21/12/2023;CALLE SALAMANCA 15;49;49239;ZAMORA;VILLABUENA DEL PUENTE;49820;FUENTESAÚCO;980 606694;;saucanadeserviciossociales@hotmail.com;;SAUCANA DE SERVICIOS SOCIALES, S. L;SOCIEDADES;POBLACIÓN GENERAL;Procedimiento, Servicio;Ayuda a domicilio
FORMAC. Y PROMOC. LABORAL, PROF. Y OCIO MUJER RURA;17/08/2022;PLAZA ESPAÑA 7-1º;49;49239;ZAMORA;VILLABUENA DEL PUENTE;49820;FUENTESAÚCO;980 606470;;;;ASOCIACION DE MUJERES NUESTRA SEÑORA DE AGOSTO;ASOCIACIÓN;MUJER;Servicio;Promoción de la mujer
PROMOC. Y OCUPAC. ACTIVA TIEMPO OCIO PARA 3 EDAD;05/03/2007;PLAZA CASTILLA Y LEON S/N;49;49239;ZAMORA;VILLABUENA DEL PUENTE;49820;FUENTESAÚCO;980 602076;;;;ASOCIACION DE JUBILADOS Y PENSIONISTAS LA GUAREÑA DE VILLABUENA DEL PUENTE;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
COMEDOR SOCIAL;22/09/2011;PLAZA MAYOR;49;49240;ZAMORA;VILLADEPERA;49250;SAYAGO;980 618034;;;;AYUNTAMIENTO DE VILLADEPERA;ADMINISTRACIÓN LOCAL;PERSONAS MAYORES;Centro de día, Servicio;Comedor social
COMEDOR SOCIAL;09/07/2020;CALLE DERECHA 2;49;49241;ZAMORA;VILLAESCUSA;49430;FUENTESAÚCO;980 607244;;;;AYUNTAMIENTO DE VILLAESCUSA;ADMINISTRACIÓN LOCAL;PERSONAS MAYORES;Centro de día, Servicio;Comedor social
PROMOCION Y OCUPACION ACTIVA TIEMPO OCIO 3 EDAD;05/03/2007;PLAZA MAYOR 1;49;49241;ZAMORA;VILLAESCUSA;49430;FUENTESAÚCO;980 607205;;;;ASOCIACION DE JUBILADOS Y PENSIONISTAS SANTIAGO APOSTOL DE VILLAESCUSA;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
COMEDOR SOCIAL;10/07/2012;CARRETERA VILLALPANDO S/Nº;49;49242;ZAMORA;VILLAFAFILA;49136;VILLALPANDO;980 5917/03;;;;AYUNTAMIENTO DE VILLAFAFILA;ADMINISTRACIÓN LOCAL;PERSONAS MAYORES;Centro de día, Servicio;Comedor social
PROMOCION Y OCUPACION ACTIVA TIEMPO OCIO 3 EDAD;05/03/2007;PLAZA CALVO SOTELO S/N;49;49242;ZAMORA;VILLAFAFILA;49136;VILLALPANDO;980 591765;;;;ASOCIACION DE JUBILADOS Y PENSIONISTAS SALINAS DE VILLAFAFILA;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
PROMOCION Y OCUPACION ACTIVA TIEMPO OCIO 3 EDAD;26/08/2022;CALLE PLAZA, S/N;49;49244;ZAMORA;VILLAGERIZ DE VIDRIALES;49619;CARBALLEDA - VIDRIALES;980 646513;;;;ASOCIACIÓN DE JUBILADOS Y PENSIONISTAS DE VILLAGERIZ;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
PROMOCION Y OCUPACION ACTIVA TIEMPO DE OCIO 3 EDAD;05/03/2007;CALLE ESCUELAS S/N;49;49245;ZAMORA;VILLALAZAN;49158;TORO;980 699540;;;;ASOCIACION DE JUBILADOS Y PENSIONISTAS CORAZON DE JESUS DE VILLALAZAN;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
COMEDOR SOCIAL;23/08/2011;CALLE CERVANTES 8;49;49247;ZAMORA;VILLALCAMPO;49166;ALISTE;980 554778;;;;AYUNTAMIENTO DE VILLALCAMPO;ADMINISTRACIÓN LOCAL;PERSONAS MAYORES;Centro de día, Servicio;Comedor social
SERVICIO SOCIOCULTURAL;17/11/2009;AVENIDA PORTUGAL 36;49;49247;ZAMORA;VILLALCAMPO;49166;ALISTE;629 409659;;;;ASOCIACION DE JUBILADOS Y PENSIONISTAS LA ENCARNACIÓN;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
PROMOCION Y OCUPACION ACTIVA TIEMPO OCIO 3 EDAD;05/03/2007;PLAZA ESPAÑA S/N;49;49248;ZAMORA;VILLALOBOS;49134;VILLALPANDO;980 666398;;;;ASOCIACION DE JUBILADOS Y PENSIONISTAS DE VILLALOBOS;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
